average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
84.2,UBCV,323,Molecular Immunology and Virology Laboratory,,Virginie Jean Baptiste;Marcia Graves,Faculty of Science,,,,,,,,15,46,8,,93,59,86,83,88,79,201,W,MICB,Microbiology,2021
87.7,UBCV,353,Food Microbiology Laboratory,,Karen Smith;Tracy Kion,Faculty of Science,,,,,,,,,14,8,,94,81,88,86.3,90,26,201,W,MICB,Microbiology,2021
92,UBCV,401,Environmental Microbiology Laboratory,,Cara Haney;David Oliver;Marcia Graves,Faculty of Science,,,,,,,,,7,36,,97,80,93,90.8,95,44,101,W,MICB,Microbiology,2021
94.5,UBCV,401,Environmental Microbiology Laboratory,,David Oliver;Marcia Graves,Faculty of Science,0,0,0,0,0,0,0,0,0,50,0,99,90,95,93,96,50,201,W,MICB,Microbiology,2021
81.8,UBCV,402,Advanced Immunology,,Kenneth Harder;Manish Sadarangani;Megan Levings,Faculty of Science,,,,,,,6,11,7,18,,99,57,84,75.8,91,56,101,W,MICB,Microbiology,2021
90.6,UBCV,404,Topics in Molecular Bacterial Pathogenesis,,Robert E Hancock,Faculty of Science,,,,,,,,,,6,,97,85,91,87.5,93.5,11,201,W,MICB,Microbiology,2021
79.2,UBCV,405,Bioinformatics,,Martin Hirst;Stephan Koenig,Faculty of Science,,,,,,7,8,6,21,,,93,21,82,73,87,53,101,W,MICB,Microbiology,2021
93.6,UBCV,406,Topics in Molecular Virology,,Francois Jean;Marc Horwitz,Faculty of Science,0,0,0,0,0,0,0,0,0,27,0,98,90,94,91,96,27,201,W,MICB,Microbiology,2021
89.3,UBCV,407,Viral Infections in Humans.,,Agata Jassem;Marc Horwitz,Faculty of Science,,,,,,,,,8,21,,94,81,90,88,91,32,101,W,MICB,Microbiology,2021
85.1,UBCV,408,Advanced Bacterial Pathogenesis,,Evelyn Sun;Elitza Tocheva,Faculty of Science,,,,,,,,14,12,6,,95,74,86,81.3,88,34,201,W,MICB,Microbiology,2021
88.7,UBCV,412,Topics in Immunological Research,,Kenneth Harder;Kelly Brown;Michael Gold,Faculty of Science,,,,,,,,,,7,,94,84,89.5,85.3,91,14,201,W,MICB,Microbiology,2021
91.4,UBCV,413,Topics in Microbiome Research,,Carolina Tropini;B Brett Finlay;Lisa Osborne,Faculty of Science,,,,,,,,,,10,,97,84,91,89.3,92.8,14,201,W,MICB,Microbiology,2021
85.7,UBCV,418,Industrial Microbiology and Biotechnology,,David Oliver;Jared Taylor,Faculty of Science,,,,,,6,,7,14,27,,98,65,88,80,92,61,201,W,MICB,Microbiology,2021
92.5,UBCV,421,Experimental Microbiology,,David Oliver;Marcia Graves,Faculty of Science,,,,,,,,,,11,,96,88,93,91,94,12,201,W,MICB,Microbiology,2021
89.4,UBCV,425,Microbial Ecological Genomics,,Connor Morgan-Lang;Steven Hallam,Faculty of Science,,,,,,,,,17,25,,96,57,90,88,93,45,201,W,MICB,Microbiology,2021
90.7,UBCV,430,Seminar in Microbiological Literature,A,Moritz Koch;Erin Gaynor;Jennifer Nguyen,Faculty of Science,,,,,,,,,,14,,95,81,92,90,93,17,101,W,MICB,Microbiology,2021
89.4,UBCV,447,Experimental Molecular Biology,,Evelyn Sun;Steven Hallam;Stephan Koenig,Faculty of Science,,,,,,,,,,28,,95,74,92,86.3,94,42,101,W,MICB,Microbiology,2021
88.5,UBCV,447,Experimental Molecular Biology,,Evelyn Sun;Zakhar Krekhno,Faculty of Science,,,,,,,,,18,20,,95,75,89,88,92,44,201,W,MICB,Microbiology,2021
91.5,UBCV,448,Directed Research,C,Tracy Kion,Faculty of Science,,,,,,,,,,9,,97,83,92,88,95,13,001,W,MICB,Microbiology,2021
92.3,UBCV,449,Research Problem,,Tracy Kion,Faculty of Science,,,,,,,,,,6,,96,88,92,91,94,7,001,W,MICB,Microbiology,2021
92,UBCV,502,Advanced Immunogenetics,,Lisa Osborne;Michael Gold;Wilfred Arthur Jefferies,Faculty of Science,,,,,,,,,,9,,98,84,92,90.3,95,12,201,W,MICB,Microbiology,2021
92.2,UBCV,506,Microbiological and Immunological Research,C,Robert E Hancock;Pauline Johnson;Ninan Abraham,Faculty of Science,,,,,,,,,,12,,99,86,92,89,95,17,001,W,MICB,Microbiology,2021
94.9,UBCV,507,Topics in Molecular Pathogenesis and Immunology,,Theodore Steiner;Amee Manges;Stuart Turvey;Yossef Av-Gay,Faculty of Science,0,0,0,0,0,0,0,0,0,11,0,97,93,95,94,96,11,101,W,MICB,Microbiology,2021
93.5,UBCV,101,Counselling for Maternity Care Providers,,Terri Rypkema,Faculty of Medicine,,,,,,,,,,18,,100,70,95,93.5,96,20,001,W,MIDW,Midwifery,2021
90.6,UBCV,102,Birth and its Meaning,,Rebecca Geddes,Faculty of Medicine,,,,,,,,,7,12,,98,73,90.5,86.8,95.3,20,001,W,MIDW,Midwifery,2021
85.1,UBCV,103,Applied Health Services for Maternity Providers,,Zoe Hodgson,Faculty of Medicine,,,,,,,,,,9,,99,68,87,77.3,92,20,001,W,MIDW,Midwifery,2021
96.1,UBCV,104,Lactation Consultation for Maternity Care Providers,,Marianne Brophy,Faculty of Medicine,,,,,,,,,,13,,100,89,98,94,99,15,001,W,MIDW,Midwifery,2021
93,UBCV,106,Reproductive Anatomy and Physiology,,Claudia Krebs;Michelle Turner,Faculty of Medicine,,,,,,,,,,15,,99,84,92,90.5,98,20,001,W,MIDW,Midwifery,2021
90.3,UBCV,107,Physical Assessment,,Ann Lovold;Rachel Vogler,Faculty of Medicine,,,,,,,,,6,11,,97,81,91,87.8,94,20,001,W,MIDW,Midwifery,2021
81.9,UBCV,108,Foundations for Midwifery Practice,,Kim Campbell;Michelle Turner,Faculty of Medicine,,,,,,,,,8,,,90,65,84.5,77,88,20,002,W,MIDW,Midwifery,2021
89,UBCV,115,Research Methods for Midwives,,Hamideh Bayrampour Basmenj,Faculty of Medicine,,,,,,,,,,9,,100,68,93,84.3,95.8,16,001,W,MIDW,Midwifery,2021
90.2,UBCV,120,Midwifery and Social Justice,,Jennifer Nguyen,Faculty of Medicine,,,,,,,,,,16,,99,54,92.5,90,94.3,20,001,W,MIDW,Midwifery,2021
86.3,UBCV,125,Pharmacology for Maternity Care Providers,,Roanne Preston;Jennifer Anne Shabbits;Joanne Y T Leung;Catherine C Pang;Vanessa Paquette;Hilary Rowe,Faculty of Medicine,,,,,,,,,6,9,,96,68,87,83.8,93,20,001,W,MIDW,Midwifery,2021
87.9,UBCV,201,Clinical Skills for Midwifery Practice,,Luba Butska;Ann Lovold;Valerie Simmons,Faculty of Medicine,,,,,,,,,8,10,,91,75,90,86.5,90,19,001,W,MIDW,Midwifery,2021
95.6,UBCV,210,Evidence-Informed Midwifery,,Hamideh Bayrampour Basmenj,Faculty of Medicine,,,,,,,,,,18,,99,81,97,94,98,19,001,W,MIDW,Midwifery,2021
90.2,UBCV,215,Ethics in Maternity Care,,Luba Butska,Faculty of Medicine,,,,,,,,,,15,,95,75,92,90,92.8,18,001,W,MIDW,Midwifery,2021
86.6,UBCV,230,Midwifery Theory for Primary Care,,Michelle Turner;Luba Butska;Valerie Simmons,Faculty of Medicine,,,,,,,,,,8,,92,75,88,83,90.8,18,001,W,MIDW,Midwifery,2021
85.6,UBCV,305,Midwifery Theory for Variations in Primary Care,,Cathryn Ellis;Sarah Hilbert-West;Lorna Mcrae;Valerie Simmons,Faculty of Medicine,,,,,,,,,7,,,91,79,86,82.8,88.5,16,001,W,MIDW,Midwifery,2021
91.4,UBCV,325,Professional Issues in Midwifery,,Lee Yeates,Faculty of Medicine,,,,,,,,,,13,,98,65,93,90.8,95,16,002,W,MIDW,Midwifery,2021
85.5,UBCV,405,Advanced Topics in Midwifery Theory and Practice,,Joyce Totton;Kim Campbell,Faculty of Medicine,,,,,,,,,9,6,,93,72,86,83.5,89.5,23,001,W,MIDW,Midwifery,2021
92.3,UBCV,435,Comprehensive Midwifery Theory and Practice,,Ann Lovold;Lorna Mcrae;Cecilia Jevitt,Faculty of Medicine,,,,,,,,,,17,,97,81,93,91,94,20,001,W,MIDW,Midwifery,2021
70.8,UBCV,224,Mineralogy for Mining Engineering,,Maria Holuszko,Faculty of Applied Science,,,,,7,,,,,,,96,25,72.5,67.3,80,28,101,W,MINE,Mining Engineering,2021
82.2,UBCV,291,Introduction to Mining,,Davide Elmo,Faculty of Applied Science,,,,,,,,6,11,,,93,50,85.5,79.3,88,28,101,W,MINE,Mining Engineering,2021
73,UBCV,292,Introduction to Mineral Processing,,Bern Klein,Faculty of Applied Science,,,,,,,,,,,,96,50,72.5,64.5,81.3,28,201,W,MINE,Mining Engineering,2021
84.6,UBCV,293,Seminar,,Michael Schoen,Faculty of Applied Science,,,,,,,,,,17,,100,33,91,75.5,96,28,101,W,MINE,Mining Engineering,2021
72.7,UBCV,302,Underground Mining and Design,,Shervin Teymouri,Faculty of Applied Science,,,,,,,,,,,,84,50,74,72,78,13,201,W,MINE,Mining Engineering,2021
77.6,UBCV,303,Rock Mechanics Fundamentals,,Davide Elmo,Faculty of Applied Science,,,,,7,11,7,16,7,6,,97,40,78,72,83,60,201,W,MINE,Mining Engineering,2021
70.7,UBCV,310,Surface Mining and Design,,Shervin Teymouri,Faculty of Applied Science,,,,,,,6,,,,,81,42,74,69.8,76,16,101,W,MINE,Mining Engineering,2021
82.6,UBCV,331,Physical Mineral Processes,,Sanja Miskovic,Faculty of Applied Science,,,,,,,,,,,,95,66,84,77.5,88,19,101,W,MINE,Mining Engineering,2021
72.6,UBCV,333,Flotation,,Marek Pawlik,Faculty of Applied Science,,,,,,,,,,,,97,50,74.5,57,83,20,201,W,MINE,Mining Engineering,2021
79.2,UBCV,350,Modelling and Simulation,,W Scott Dunbar,Faculty of Applied Science,,,,,,,,,,,,94,33,83,75.5,86,19,101,W,MINE,Mining Engineering,2021
75.7,UBCV,380,Mine Waste Management,,Caius Priscu,Faculty of Applied Science,,,,,,,8,12,6,,,94,14,79,74,82,41,201,W,MINE,Mining Engineering,2021
74.9,UBCV,396,Engineering Economics,,Jose Lopes Da Costa,Faculty of Applied Science,,,,8,7,6,11,10,,,,92,57,76,67.8,81,56,101,W,MINE,Mining Engineering,2021
81.3,UBCV,402,Mine Ventilation and Occupational Health and Safety,,Seyed Ghoreishi-Madiseh,Faculty of Applied Science,,,,,,,,6,,,,93,65,81,76,86.5,23,101,W,MINE,Mining Engineering,2021
80.1,UBCV,403,Rock Mechanics Design,,Davide Elmo,Faculty of Applied Science,,,,,,,7,6,6,,,90,64,79,76.5,85.5,28,201,W,MINE,Mining Engineering,2021
84.7,UBCV,404,Strategic Issues in Mining,,John Thomas Steen,Faculty of Applied Science,,,,,,,,,,9,,98,61,87,80.5,91.5,23,201,W,MINE,Mining Engineering,2021
83.4,UBCV,406,Mine Project Valuation and Risk Assessment,,Jose Lopes Da Costa,Faculty of Applied Science,,,,,,,,6,6,,,88,76,84,81.3,86,14,201,W,MINE,Mining Engineering,2021
79.9,UBCV,420,Applied Geostatistics,,Ilija Miskovic,Faculty of Applied Science,,,,,,,,,,,,100,62,82,74.5,83,7,201,W,MINE,Mining Engineering,2021
90.1,UBCV,432,Mineral Process Control,,Ilija Miskovic,Faculty of Applied Science,,,,,,,,,,19,,99,50,94,90,96,25,101,W,MINE,Mining Engineering,2021
79,UBCV,434,Processing Precious Metal Ores,,Bern Klein,Faculty of Applied Science,,,,,,,,,,,,94,69,79,73,81,9,201,W,MINE,Mining Engineering,2021
82.6,UBCV,455,Mine Water Management,,Khan Wahid Palash Md,Faculty of Applied Science,,,,,,,,13,21,,,94,59,84.5,80.8,87,48,201,W,MINE,Mining Engineering,2021
74.5,UBCV,465,Materials Handling,,Seyed Ghoreishi-Madiseh,Faculty of Applied Science,,,,,7,11,6,8,,,,94,33,75,71,81,45,101,W,MINE,Mining Engineering,2021
73.2,UBCV,470,Indigenous Peoples and Mining in Canada,,Justin Himmelright,Faculty of Applied Science,,,,,,,,,,,,78,68,73.5,71.5,74.8,6,101,W,MINE,Mining Engineering,2021
77.4,UBCV,485,Cave Mining Systems: Design and Planning,,Allan Moss;Stefan Nadolski,Faculty of Applied Science,,,,,,,,,,,,91,54,79,71,84,9,201,W,MINE,Mining Engineering,2021
77.4,UBCV,486,Mining and The Environment,,Michael Dabiri,Faculty of Applied Science,,,,,6,6,17,18,7,,,92,27,78,75,83,59,201,W,MINE,Mining Engineering,2021
63.2,UBCV,491,Mine and Plant Engineering Design Feasibility Study,,Sonia D'Ambra,Faculty of Applied Science,6,,,,,,,,,,,91,50,58.5,53.5,66.3,20,001,W,MINE,Mining Engineering,2021
92.8,UBCV,501,Topics for Engineers in the Mining Industry,B,Carmen Jensen,Faculty of Applied Science,,,,,,,,,,7,,95,87,95,90,95,8,201,W,MINE,Mining Engineering,2021
92.9,UBCV,505,Advanced Topics in Rock Engineering,,Davide Elmo,Faculty of Applied Science,0,0,0,0,0,0,0,0,0,16,0,94,90,93,92.5,94,16,101,W,MINE,Mining Engineering,2021
82.9,UBCV,506,Mining Methods,,Shervin Teymouri,Faculty of Applied Science,,,,,,,,,,,,93,71,85,76,89.5,7,201,W,MINE,Mining Engineering,2021
88.3,UBCV,507,Block Caving Systems,,Allan Moss;Stefan Nadolski,Faculty of Applied Science,,,,,,,,,,7,,97,73,89,83.5,94,15,201,W,MINE,Mining Engineering,2021
92.8,UBCV,508,Integrated Mining and Processing Systems,,Bern Klein,Faculty of Applied Science,0,0,0,0,0,0,0,0,0,14,0,96,91,93,91,93,14,201,W,MINE,Mining Engineering,2021
84.8,UBCV,515,Mining in the Future,,W Scott Dunbar,Faculty of Applied Science,,,,,,,,6,6,7,,95,69,87,80,90.5,23,201,W,MINE,Mining Engineering,2021
80.8,UBCV,554,Mine Economics and Finance,,Jose Lopes Da Costa,Faculty of Applied Science,,,,,,,,,,,,86,68,83,79,85,11,201,W,MINE,Mining Engineering,2021
86.1,UBCV,555,Mining and Society,,Jocelynn Fraser,Faculty of Applied Science,,,,,,,,7,7,,,93,80,85.5,83.3,89,18,101,W,MINE,Mining Engineering,2021
80.9,UBCV,559,Indigenous Peoples and Mining in Canada,,Justin Himmelright,Faculty of Applied Science,,,,,,9,,8,,7,,95,68,80,74,86,37,101,W,MINE,Mining Engineering,2021
85.5,UBCV,581,Safety of Tailings Storage Facilities,,Caius Priscu,Faculty of Applied Science,,,,,,,,,,7,,92,75,88.5,81.3,90,14,101,W,MINE,Mining Engineering,2021
82.6,UBCV,585,Risk Management of Tailings Storage Facilities,,Caius Priscu,Faculty of Applied Science,,,,,,,,,,,,91,72,83,80.5,85.5,7,201,W,MINE,Mining Engineering,2021
78.6,UBCV,590,Special Advanced Topics,C,Shervin Teymouri,Faculty of Applied Science,,,,,,,,7,,,,88,66,80,76,80,15,101,W,MINE,Mining Engineering,2021
75.5,UBCV,590,Special Advanced Topics,X,Khan Wahid Palash Md,Faculty of Applied Science,,,,,,,,,,,,88,16,83.5,81,86.3,8,201,W,MINE,Mining Engineering,2021
70.6,UBCV,201,Technical Communication,,Matthew Wong,Faculty of Applied Science,,7,,,6,6,,7,10,,,89,36,72,62,81.5,55,201,W,MTRL,Materials Engineering,2021
72.8,UBCV,263,Transport Phenomena I - Fluid Mechanics,,David Dixon,Faculty of Applied Science,,10,8,8,14,8,11,19,11,6,,96,0,73.5,64,82.3,100,201,W,MTRL,Materials Engineering,2021
74.8,UBCV,264,Transport Phenomena II - Heat Transport,,Jun Ou,Faculty of Applied Science,,,6,14,9,10,8,17,14,11,,93,32,77,67,84,99,201,W,MTRL,Materials Engineering,2021
69.6,UBCV,280,Materials in Design,,Chadwick Sinclair,Faculty of Applied Science,9,8,10,17,12,11,17,6,8,7,5,98,38,69,63,78,110,201,W,MTRL,Materials Engineering,2021
80,UBCV,320,Management of Engineering Design,,Matthew Wong,Faculty of Applied Science,,,,,,,14,7,9,8,,93,52,81,76,86,47,101,W,MTRL,Materials Engineering,2021
64.9,UBCV,340,Manufacturing in Materials Engineering,,Steven Cockcroft,Faculty of Applied Science,15,10,,10,17,20,6,,,,,90,0,68,58,73,93,201,W,MTRL,Materials Engineering,2021
65.4,UBCV,358,Hydrometallurgy I,,Berend Wassink,Faculty of Applied Science,,6,,,,,6,,6,,9,94,4,70.5,55.8,82.3,52,101,W,MTRL,Materials Engineering,2021
82.2,UBCV,359,Hydrometallurgy I Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,6,,,91,67,84,77.3,88.8,18,L1A,W,MTRL,Materials Engineering,2021
69.9,UBCV,359,Hydrometallurgy I Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,91,19,72,62,81,21,L1B,W,MTRL,Materials Engineering,2021
70,UBCV,359,Hydrometallurgy I Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,98,30,73,59.5,83,10,L1C,W,MTRL,Materials Engineering,2021
70.6,UBCV,361,Modelling of Materials Processes,,Steven Cockcroft;Jun Ou,Faculty of Applied Science,,,,,9,,,,,,,95,14,71,65,80,37,101,W,MTRL,Materials Engineering,2021
69.6,UBCV,363,Transport Phenomena III - Mass Transport,,Guangrui Xia,Faculty of Applied Science,,,,,,,6,,,,,93,39,69.5,61.3,78.5,38,101,W,MTRL,Materials Engineering,2021
65.8,UBCV,365,Mechanical Behaviour of Materials,,Warren Poole,Faculty of Applied Science,,6,,,,12,,,6,,,88,0,71.5,56.3,75,46,201,W,MTRL,Materials Engineering,2021
66.1,UBCV,378,Phase Transformations,,Nicolas Romualdi,Faculty of Applied Science,6,,,6,,,,,7,,7,99,0,68,54,80,48,201,W,MTRL,Materials Engineering,2021
85,UBCV,381,Structure and Properties Laboratory,,Jonathan Nakane,Faculty of Applied Science,,,,,,,,,8,,,91,76,86,83.3,88.5,16,201,W,MTRL,Materials Engineering,2021
