average,campus,course,course_title,detail,educators,faculty_title,grades/50-54%,grades/55-59%,grades/60-63%,grades/64-67%,grades/68-71%,grades/72-75%,grades/76-79%,grades/80-84%,grades/85-89%,grades/90-100%,grades/<50%,high,low,median,percentile_25,percentile_75,reported,section,session,subject,subject_title,year
73.2,UBCV,101,Introduction to Engineering II,,Peter Ostafichuk;Brian Dick;Carol Patricia Jaeger;Chris Mclean;Jonathan Verrett;Jonathan Nakane,Faculty of Applied Science,12,5,13,24,27,46,51,40,20,13,8,95,21,75,68,80,259,201,W,APSC,Applied Science,2021
72.2,UBCV,101,Introduction to Engineering II,,Peter Ostafichuk;Brian Dick;Carol Patricia Jaeger;Chris Mclean;Jonathan Verrett;Jonathan Nakane,Faculty of Applied Science,8,3,9,7,24,32,27,21,20,8,10,100,0,74,69,80,169,202,W,APSC,Applied Science,2021
74.8,UBCV,101,Introduction to Engineering II,,Peter Ostafichuk;Brian Dick;Carol Patricia Jaeger;Chris Mclean;Jonathan Verrett;Jonathan Nakane,Faculty of Applied Science,8,4,6,16,17,41,48,43,23,18,9,100,0,77,71,82,233,203,W,APSC,Applied Science,2021
76.8,UBCV,101,Introduction to Engineering II,,Peter Ostafichuk;Brian Dick;Carol Patricia Jaeger;Chris Mclean;Jonathan Verrett;Jonathan Nakane,Faculty of Applied Science,6,,,12,18,34,53,42,21,24,6,96,31,78,73,83,220,211,W,APSC,Applied Science,2021
78.2,UBCV,160,Introduction to Computation in Engineering Design,,Joel Ostblom;Cristian Sorin Grecu,Faculty of Applied Science,,,,7,20,42,33,59,44,74,35,100,33,81,73,89,319,101,W,APSC,Applied Science,2021
78.1,UBCV,160,Introduction to Computation in Engineering Design,,Joel Ostblom;Geoffrey Tien;Cristian Sorin Grecu,Faculty of Applied Science,,,,7,18,32,39,38,42,64,29,100,0,81,73,89,272,102,W,APSC,Applied Science,2021
81.3,UBCV,160,Introduction to Computation in Engineering Design,,Seyyed Hosseini;Cristian Sorin Grecu,Faculty of Applied Science,,,,,10,11,17,25,25,57,7,100,0,84,75.3,92,166,202,W,APSC,Applied Science,2021
81.6,UBCV,160,Introduction to Computation in Engineering Design,,Hendrik Blok;Cristian Sorin Grecu,Faculty of Applied Science,,,,,10,12,20,30,24,75,10,100,15,85,76,91,193,204,W,APSC,Applied Science,2021
69.9,UBCV,160,Introduction to Computation in Engineering Design,,Saloome Motavas,Faculty of Applied Science,,,,,,,,,6,17,11,100,10,72,54,90,61,VE1,W,APSC,Applied Science,2021
58,UBCV,172,Engineering Analysis I,,Juan Abello Rubio,Faculty of Applied Science,12,,,,,,,7,,,15,97,13,58,50,76,61,VE1,W,APSC,Applied Science,2021
57.6,UBCV,173,Engineering Analysis II,,Juan Abello Rubio,Faculty of Applied Science,,,,,,,,,,,16,100,4,56.5,43.3,70,46,VE1,W,APSC,Applied Science,2021
74.4,UBCV,178,"Electricity, Magnetism, and Waves",,Siamak Najarian,Faculty of Applied Science,,,,,6,6,,13,,13,,98,0,79,68,86,58,VE1,W,APSC,Applied Science,2021
69.9,UBCV,182,Matter and Energy I,,Vladan Prodanovic,Faculty of Applied Science,,,,8,,,7,6,8,,7,93,28,73,62,82,61,VE1,W,APSC,Applied Science,2021
68.9,UBCV,183,Matter and Energy II,,Seyyed Alireza Bagherzadeh Hosseini,Faculty of Applied Science,,,,6,11,,9,,,,8,97,18,70,64,79,58,VE1,W,APSC,Applied Science,2021
72.5,UBCV,201,Technical Communication,,Hartaj Sanghara,Faculty of Applied Science,,,,,,,,,,,,80,64,72,71,74,11,101,W,APSC,Applied Science,2021
75.2,UBCV,201,Technical Communication,,Hongxing Estella Qi,Faculty of Applied Science,,,,,,,,8,,,,84,57,78,68.5,80,19,109,W,APSC,Applied Science,2021
69.8,UBCV,201,Technical Communication,,Michael Schoen,Faculty of Applied Science,,,,,,,,,,,,87,47,74,64.8,78.5,28,207,W,APSC,Applied Science,2021
78.4,UBCV,261,Technology and Society I,,Paul Winkelman,Faculty of Applied Science,,,,,,,7,8,8,,,91,51,80,75.5,87,36,101,W,APSC,Applied Science,2021
81.5,UBCV,261,Technology and Society I,,Paul Winkelman;Earl Foster,Faculty of Applied Science,,,,,,,7,7,,8,,97,58,81,77.3,89.3,30,102,W,APSC,Applied Science,2021
78.4,UBCV,261,Technology and Society I,,Paul Winkelman;Earl Foster,Faculty of Applied Science,,,,,,,,6,12,7,,95,42,82,74,87,41,104,W,APSC,Applied Science,2021
77.9,UBCV,261,Technology and Society I,,Paul Winkelman;Earl Foster,Faculty of Applied Science,,,,,,,,8,8,6,,93,34,83,72,86,33,105,W,APSC,Applied Science,2021
85.6,UBCV,262,Technology and Society II,,Jane Hill;Gabriel Potvin,Faculty of Applied Science,,,,,,,,8,15,8,,94,75,86,83,89,34,202,W,APSC,Applied Science,2021
81.7,UBCV,262,Technology and Society II,,Jane Hill;Gabriel Potvin,Faculty of Applied Science,,,,,,,,10,11,,,90,48,83,80,86,29,203,W,APSC,Applied Science,2021
83.5,UBCV,262,Technology and Society II,,Earl Foster;Gabriel Potvin,Faculty of Applied Science,,,,,,,6,7,16,,,96,66,85,80.3,86.8,34,204,W,APSC,Applied Science,2021
82.3,UBCV,262,Technology and Society II,,Earl Foster;Gabriel Potvin,Faculty of Applied Science,,,,,,,,8,9,,,91,63,83,81,87,25,205,W,APSC,Applied Science,2021
71.7,UBCV,278,Engineering Materials,,Gabrielle Lam,Faculty of Applied Science,18,18,16,30,21,33,29,35,19,23,11,98,21,73,64,81,253,101,W,APSC,Applied Science,2021
72.2,UBCV,278,Engineering Materials,,Gabrielle Lam,Faculty of Applied Science,6,22,17,20,24,31,26,33,19,25,14,100,13,73,64,82,237,201,W,APSC,Applied Science,2021
80.1,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,92,52,80,76.5,85.5,19,101,W,APSC,Applied Science,2021
77.8,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,6,,,,93,54,81,74.5,84.5,19,102,W,APSC,Applied Science,2021
74.9,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,96,45,77.5,68.3,80,18,106,W,APSC,Applied Science,2021
77.2,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,97,51,78,72.5,86,18,108,W,APSC,Applied Science,2021
83.5,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,6,,96,54,86,82,90.5,19,110,W,APSC,Applied Science,2021
71.9,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,89,20,77,67.8,82,20,112,W,APSC,Applied Science,2021
75.9,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,6,,,,87,56,79,73,82,19,114,W,APSC,Applied Science,2021
83,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,9,,93,57,86,76,92,21,115,W,APSC,Applied Science,2021
81.5,UBCV,279,Engineering Materials Laboratory,,Berend Wassink,Faculty of Applied Science,,,,,,,,,,,,90,74,81.5,77,84.3,8,116,W,APSC,Applied Science,2021
87.4,UBCV,279,Engineering Materials Laboratory,,Hossein Kheirollahi Nataj Bisheh;Gabrielle Lam;Andrew Zang;Atif Hussain;Hossein Zargarnezhad,Faculty of Applied Science,,,,,,,,,10,6,,94,78,88,85,90,21,201,W,APSC,Applied Science,2021
84.6,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,7,,94,64,87,80,92,21,202,W,APSC,Applied Science,2021
83.8,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,9,,,92,72,86.5,77.8,88.3,20,203,W,APSC,Applied Science,2021
87,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,,,94,79,89,83,91,13,204,W,APSC,Applied Science,2021
85.2,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,7,,97,68,87,80.8,90,20,205,W,APSC,Applied Science,2021
85.7,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,7,,96,71,89,79,91,19,206,W,APSC,Applied Science,2021
72.9,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,,,87,30,78.5,68.8,83.8,12,207,W,APSC,Applied Science,2021
83.2,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,7,,98,38,88,80.5,90,19,209,W,APSC,Applied Science,2021
91,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,,,96,86,91,89,93,9,210,W,APSC,Applied Science,2021
90.4,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,8,,98,83,90.5,86,94,14,211,W,APSC,Applied Science,2021
83.9,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,6,,98,58,87.5,78.3,92.3,12,212,W,APSC,Applied Science,2021
72.9,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,,,,86,51,77,64,82,17,213,W,APSC,Applied Science,2021
78.2,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,6,7,,,,91,61,79,76,81,19,214,W,APSC,Applied Science,2021
79.6,UBCV,279,Engineering Materials Laboratory,,Gabrielle Lam,Faculty of Applied Science,,,,,,,,,6,,,89,62,82.5,77.3,85,14,215,W,APSC,Applied Science,2021
80.4,UBCV,366,The Art of the Possible: An Introduction to Engineering for Non-Engineers,,Sahil Bhandari;Jonathan Verrett;Cristian Sorin Grecu;Jane Hill,Faculty of Applied Science,,,,,,,6,7,11,8,,99,37,82,75,87.5,43,201,W,APSC,Applied Science,2021
84.3,UBCV,383,Prototyping,,David Miller;Jonathan Nakane,Faculty of Applied Science,,,,,,,,,10,8,,96,68,87,80,90,29,101,W,APSC,Applied Science,2021
74.1,UBCV,440,Management Fundamentals for Technology-Based Product Marketing and Development,,Rui Jorge Basto Da Silva,Faculty of Applied Science,,,,,10,7,8,14,,,,88,59,74.5,70,80,48,201,W,APSC,Applied Science,2021
79.9,UBCV,450,Professional Engineering Practice,,W Scott Dunbar,Faculty of Applied Science,,6,,10,12,52,41,108,67,31,,96,55,80,75,85,331,101,W,APSC,Applied Science,2021
82.7,UBCV,450,Professional Engineering Practice,,Fariborz Taghipour,Faculty of Applied Science,,,,,24,26,54,125,155,48,,95,34,84,79,87,440,201,W,APSC,Applied Science,2021
82.7,UBCV,486,New Venture Design,,David Miller;Purang Abolmaesumi;Elicia Salzberg,Faculty of Applied Science,,,,,,,,9,9,,,87,76,84,80,85,21,001,W,APSC,Applied Science,2021
82.6,UBCV,486,New Venture Design,,Konrad Walus;James Blair Simonite;Fraser Pogue,Faculty of Applied Science,,,,,,,,14,6,,,88,76,82,81,85,21,002,W,APSC,Applied Science,2021
85.6,UBCV,496,Interdisciplinary Engineering Design Project,A,George Rawlings;Antony Hodgson,Faculty of Applied Science,,,,,,,,,,,,91,78,87,83,88,9,001,W,APSC,Applied Science,2021
82.4,UBCV,496,Interdisciplinary Engineering Design Project,E,David Miller;Purang Abolmaesumi;Elicia Salzberg,Faculty of Applied Science,,,,,,,,7,,,,85,80,83,80,84,8,001,W,APSC,Applied Science,2021
83.7,UBCV,496,Interdisciplinary Engineering Design Project,E,Konrad Walus;James Blair Simonite;Fraser Pogue,Faculty of Applied Science,,,,,,,,,,,,86,80,84,82.3,85.8,6,002,W,APSC,Applied Science,2021
83.8,UBCV,540,Entrepreneurial Thinking for Applied Scientists,,Tamara Etmannski,Faculty of Applied Science,,,,,,,,9,12,,,92,71,85,81,87,29,101,W,APSC,Applied Science,2021
81.9,UBCV,541,Technology Entrepreneurship for Engineers,,David Miller;Alex Feldman,Faculty of Applied Science,,,,,,,,9,,,,85,76,83,80,83,15,101,W,APSC,Applied Science,2021
81.8,UBCV,541,Technology Entrepreneurship for Engineers,,Justin Bull;Fraser Pogue,Faculty of Applied Science,,,,,,,,11,,,,86,78,82,80,83,16,102,W,APSC,Applied Science,2021
81.8,UBCV,541,Technology Entrepreneurship for Engineers,,David Miller;Alex Feldman;Fraser Pogue,Faculty of Applied Science,,,,,,,,6,,,,84,79,82,81.3,83,8,201,W,APSC,Applied Science,2021
82.5,UBCV,541,Technology Entrepreneurship for Engineers,,David Miller;Alex Feldman;Fraser Pogue,Faculty of Applied Science,,,,,,,,6,,,,85,79,82.5,82,84,10,202,W,APSC,Applied Science,2021
83.8,UBCV,101,Beginning Classical and Quranic Arabic I,,Bushra Seemi Yasmin Ghazi,Faculty of Arts,,,,,,,,,7,11,,95,51,85,78,91,29,001,W,ARBC,Arabic Studies,2021
83.2,UBCV,101,Beginning Classical and Quranic Arabic I,,Syed Nahri,Faculty of Arts,,,,,,,,,,9,,98,57,86.5,77.8,90.8,22,002,W,ARBC,Arabic Studies,2021
81,UBCV,102,Beginning Classical and Quranic Arabic II,,Bushra Seemi Yasmin Ghazi,Faculty of Arts,,,,,,,,,,6,,94,36,84.5,76.3,90,16,001,W,ARBC,Arabic Studies,2021
79.2,UBCV,201,Intermediate Classical and Quranic Arabic I,,Bushra Seemi Yasmin Ghazi,Faculty of Arts,,,,,,,,,,,,95,51,80,74.5,88.3,12,001,W,ARBC,Arabic Studies,2021
80.5,UBCV,202,Intermediate Classical and Quranic Arabic II,,Bushra Seemi Yasmin Ghazi,Faculty of Arts,,,,,,,,,,,,98,52,84,70,88,13,001,W,ARBC,Arabic Studies,2021
81,UBCV,420,Supervised Study in Classical and Quranic Arabic,A,Bushra Seemi Yasmin Ghazi,Faculty of Arts,,,,,,,,,,,,98,60,80,73,91,11,001,W,ARBC,Arabic Studies,2021
84.4,UBCV,500,Architectural Design Studio I,,Qiongyu Li;Joanne Gates;Dolly Sehr;Bill Pechet,School of Architecture & Landscape Architecture,,,,,,,,16,17,,,91,76,84.5,82.3,86,42,001,W,ARCH,Architecture,2021
84.7,UBCV,501,Architectural Design Studio II,,Christopher Macdonald,School of Architecture & Landscape Architecture,,,,,,,,,,,,88,82,84,84,86,9,010,W,ARCH,Architecture,2021
85,UBCV,501,Architectural Design Studio II,,Bill Pechet,School of Architecture & Landscape Architecture,,,,,,,,,,,,90,80,85,82,87,9,011,W,ARCH,Architecture,2021
83.4,UBCV,501,Architectural Design Studio II,,Thena Tak,School of Architecture & Landscape Architecture,,,,,,,,6,,,,86,80,83.5,82,85.8,10,012,W,ARCH,Architecture,2021
84.1,UBCV,501,Architectural Design Studio II,,Leslie Van Duzer,School of Architecture & Landscape Architecture,,,,,,,,,,,,90,78,86,80.3,87,10,013,W,ARCH,Architecture,2021
85,UBCV,504,Topics in Architectural History I (Pre-1900),D,Sara Stevens,School of Architecture & Landscape Architecture,,,,,,,,19,26,,,91,79,85,84,87,48,001,W,ARCH,Architecture,2021
87.3,UBCV,504,Topics in Architectural History I (Pre-1900),J,Tijana Vujosevic,School of Architecture & Landscape Architecture,,,,,,,,,,10,,94,75,89.5,83.5,91,20,001,W,ARCH,Architecture,2021
85.9,UBCV,505,Topics in Architectural History II (1900-Present),K,Christina Gray,School of Architecture & Landscape Architecture,,,,,,,,,6,15,,91,50,90,84,90,29,001,W,ARCH,Architecture,2021
85.3,UBCV,511,Architectural Technology I,,Gregory Johnson,School of Architecture & Landscape Architecture,,,,,,,,11,14,9,,92,73,86.5,82,89,40,001,W,ARCH,Architecture,2021
81.3,UBCV,512,Structures I,,Annalisa Meyboom,School of Architecture & Landscape Architecture,,,,,,,,12,9,6,,95,61,83,78,87,37,001,W,ARCH,Architecture,2021
84.5,UBCV,513,Environmental Systems and Controls I,,Adam Rysanek,School of Architecture & Landscape Architecture,0,0,0,0,0,0,9,15,17,8,0,93,77,85,80,88,49,001,W,ARCH,Architecture,2021
81.8,UBCV,515,Design Media I,,Thena Tak,School of Architecture & Landscape Architecture,,,,,,,,27,,,,85,77,82,81,83,33,001,W,ARCH,Architecture,2021
84.4,UBCV,515,Design Media I,,Stephanie Braconnier,School of Architecture & Landscape Architecture,0,0,0,0,0,0,0,10,15,0,0,87,80,85,84,86,25,002,W,ARCH,Architecture,2021
83.2,UBCV,517,Design Media II,,Sarah Klym;Thena Tak;Thomas Gaudin;Guy Mclintock,School of Architecture & Landscape Architecture,,,,,,,,26,10,,,89,77,83,82,84.8,38,001,W,ARCH,Architecture,2021
82.6,UBCV,517,Design Media II,,Fionn Byrne,School of Architecture & Landscape Architecture,,,,,,,,22,8,,,90,76,83,81,84.3,36,002,W,ARCH,Architecture,2021
85.3,UBCV,520,Architectural Design Studio III,,John Bass,School of Architecture & Landscape Architecture,,,,,,,,,6,,,87,83,85,84.5,87,8,002,W,ARCH,Architecture,2021
82.5,UBCV,520,Architectural Design Studio III,,Christopher Macdonald,School of Architecture & Landscape Architecture,,,,,,,,,,,,87,77,83,80.8,84.5,6,003,W,ARCH,Architecture,2021
86.6,UBCV,520,Architectural Design Studio III,,Adam Rysanek;Blair Satterfield,School of Architecture & Landscape Architecture,,,,,,,,,,,,91,81,88,83,91,9,004,W,ARCH,Architecture,2021
82.5,UBCV,520,Architectural Design Studio III,,James Huemoeller,School of Architecture & Landscape Architecture,,,,,,,,,,,,88,77,82.5,79.5,85.5,8,006,W,ARCH,Architecture,2021
83.4,UBCV,520,Architectural Design Studio III,,Darryl Condon;Melissa Higgs;Mari Fujita,School of Architecture & Landscape Architecture,,,,,,,,,,,,90,74,83,82,85,10,007,W,ARCH,Architecture,2021
86.9,UBCV,520,Architectural Design Studio III,,Travis Hanks;Shirley Shen,School of Architecture & Landscape Architecture,,,,,,,,,,,,94,78,86,85.5,89.5,7,008,W,ARCH,Architecture,2021
85.4,UBCV,521,Architectural Design Studio IV,,James Huemoeller;John Bass;Inge Roecker;Joanne Gates,School of Architecture & Landscape Architecture,,,,,,,,18,27,,,88,78,86,84,88,47,009,W,ARCH,Architecture,2021
87.9,UBCV,523,Contemporary Theories in Architecture,,Christina Gray,School of Architecture & Landscape Architecture,,,,,,,,,20,24,,91,65,89.5,86.8,90,48,001,W,ARCH,Architecture,2021
85.6,UBCV,531,Architectural Technology II,,Gregory Johnson,School of Architecture & Landscape Architecture,,,,,,,,6,18,11,,92,74,86,84,89.8,42,001,W,ARCH,Architecture,2021
86.9,UBCV,532,Architectural Structures II,,Annalisa Meyboom,School of Architecture & Landscape Architecture,,,,,,,,7,19,12,,96,76,87,85,91,41,001,W,ARCH,Architecture,2021
84.1,UBCV,533,Environmental Systems and Controls II,,Adam Rysanek,School of Architecture & Landscape Architecture,,,,,,,6,17,16,6,,94,65,84,81,88,47,001,W,ARCH,Architecture,2021
83.8,UBCV,540,Architectural Design Studio V,,Thena Tak,School of Architecture & Landscape Architecture,,,,,,,,6,6,,,88,77,84,82,85,13,005,W,ARCH,Architecture,2021
86.3,UBCV,540,Architectural Design Studio V,,Travis Hanks;Shirley Shen,School of Architecture & Landscape Architecture,,,,,,,,,,,,91,80,84,83.5,91,7,008,W,ARCH,Architecture,2021
86.3,UBCV,540,Architectural Design Studio V,,Matthew Thomson;Caner Oktem;Joyce Drohan,School of Architecture & Landscape Architecture,,,,,,,,,,,,92,79,87,84,89,7,101,W,ARCH,Architecture,2021
85.4,UBCV,541,Professional Practice,,Maria Emilia Brasdefer;Cynthia Girling;Nicholas Paczkowski,School of Architecture & Landscape Architecture,,,,,,,,18,38,,,94,62,86.5,83.8,88,64,002,W,ARCH,Architecture,2021
84.3,UBCV,544,Seminar in Architecture,C,Joseph Dahmen,School of Architecture & Landscape Architecture,0,0,0,0,0,0,0,8,10,0,0,88,81,85,83,86,18,001,W,ARCH,Architecture,2021
82.6,UBCV,548,Graduate Project Part I,,Matthew Soules,School of Architecture & Landscape Architecture,,,,,,,,24,15,,,90,72,83.5,80,85.3,48,001,W,ARCH,Architecture,2021
82.7,UBCV,548,Graduate Project Part I,,Matthew Soules,School of Architecture & Landscape Architecture,,,,,,,,,,,,87,78,82,81,85,9,002,W,ARCH,Architecture,2021
83.7,UBCV,549,Graduate Project Part II,,Annalisa Meyboom,School of Architecture & Landscape Architecture,,,,,,,,8,6,,,90,70,84,82,86,18,001,W,ARCH,Architecture,2021
87.3,UBCV,571,Seminar: Technology and Analysis,A,Gregory Johnson,School of Architecture & Landscape Architecture,,,,,,,,,12,,,92,84,87.5,85.8,88,16,001,W,ARCH,Architecture,2021
84.1,UBCV,571,Seminar: Technology and Analysis,B,Gregory Johnson,School of Architecture & Landscape Architecture,,,,,,,,,,,,91,64,86,83,89.5,11,001,W,ARCH,Architecture,2021
70.7,UBCV,574,Green Building Contemporary Practice,,John Madden,School of Architecture & Landscape Architecture,,,,,,,,,,,,85,10,82.5,80.5,83.8,6,001,W,ARCH,Architecture,2021
87.4,UBCV,575,Regenerative Development,,Michel Labrie;Heidi Nesbitt,School of Architecture & Landscape Architecture,,,,,,,,,,,,93,83,87,85,90,9,001,W,ARCH,Architecture,2021
85.4,UBCV,597,Special Topics,F,Tijana Vujosevic,School of Architecture & Landscape Architecture,,,,,,,,16,27,10,,94,44,87,83,89,56,001,W,ARCH,Architecture,2021
69.2,UBCV,103,Introduction to Archaeology,,Diana Moreiras,Faculty of Arts,6,9,12,12,18,22,17,23,14,2,10,92,0,73,62,80,145,002,W,ARCL,Anthropological Archaeology,2021
72.9,UBCV,140,Bones: The Origins of Humanity,,Diana Moreiras,Faculty of Arts,,6,9,13,20,32,32,18,,,,90,46,74,68,78,140,001,W,ARCL,Anthropological Archaeology,2021
80.2,UBCV,203,Archaeological Methods,,Andrew Martindale,Faculty of Arts,,6,6,13,7,12,,16,21,62,,100,25,85,70,90,153,001,W,ARCL,Anthropological Archaeology,2021
72.7,UBCV,228,Forensic Anthropology,,Darlene Weston,Faculty of Arts,9,10,11,20,25,27,34,36,20,11,9,95,1,75,66,81,212,001,W,ARCL,Anthropological Archaeology,2021
78.3,UBCV,305,Archaeological Interpretation,,Zhichun Jing,Faculty of Arts,,,,,,,,,11,,,91,0,85,77,87,27,202,W,ARCL,Anthropological Archaeology,2021
77.8,UBCV,345,Molecular Archaeology,,Camilla Speller,Faculty of Arts,,,,,,8,6,17,,,,87,60,80,74,81,39,002,W,ARCL,Anthropological Archaeology,2021
82.3,UBCV,410,Archaeology of a Special Area,A,Alison Wylie,Faculty of Arts,,,,,,,,,,,,95,49,92,76,94,7,002,W,ARCL,Anthropological Archaeology,2021
70.1,UBCV,419,The Archaeology of Death,,Darlene Weston,Faculty of Arts,,,,,,,,7,,,,90,13,76,65,82,25,002,W,ARCL,Anthropological Archaeology,2021
78,UBCV,425,Paleodiet,,Camilla Speller,Faculty of Arts,,,,,,13,6,13,,,,88,66,78,74.5,81.3,36,001,W,ARCL,Anthropological Archaeology,2021
82.4,UBCV,510,Archival Diplomatics,,Corinne Rogers,School of Information,,,,,,,,14,9,,,92,70,83,80,86,31,001,W,ARST,Archival Studies,2021
86.8,UBCV,515,Arrangement and Description of Archives,,Jennifer Douglas,School of Information,,,,,,,,,27,,,90,74,87,86,88,31,001,W,ARST,Archival Studies,2021
88.9,UBCV,516,Management of Current Records,,Victoria Lemieux,School of Information,,,,,,,,,12,16,,95,73,90,87,92,31,001,W,ARST,Archival Studies,2021
85,UBCV,520,Selection and Acquisition of Archival Documents,,Luciana Duranti,School of Information,,,,,,,,8,9,10,,96,74,86,80,90,33,004,W,ARST,Archival Studies,2021
87.4,UBCV,545,Advanced Arrangement and Description of Archival Documents,,Jennifer Douglas,School of Information,,,,,,,,,18,,,90,83,88,87,88,20,002,W,ARST,Archival Studies,2021
